ID,樣品名稱,熱量(kcal),粗蛋白(g),粗脂肪(g),總碳水化合物(g)
1524,部份脫脂低乳糖奶粉,415.8463,34.63,10.39,45.6455
1525,脫脂奶粉,360.6573,36.214,0.9139,51.1603
1526,脫脂奶粉(即溶),359.7235,38.0,0.9629,48.8371
1527,全脂強化奶粉(纖維強化),499.507,25.6,27.0,39.5
1528,部份脫脂強化奶粉(鈣強化),407.9678,25.036,11.7819,51.0339
1529,部份脫脂強化奶粉(纖維&DHA強化),475.935,23.169,22.07,47.2889
1530,部份脫脂強化奶粉(纖維&鈣強化),375.0025,35.923,3.6776,48.9109
1531,部份脫脂強化奶粉(脂肪酸調整),481.0641,22.722,23.48,45.9049
1532,脫脂強化奶粉(抗氧化),365.9038,32.343,1.01,56.5688
1533,脫脂強化奶粉(鈣&維生素A強化),360.0329,38.0,1.0258,48.7742
1534,"脫脂強化奶粉(鈣&維生素C,E強化)",360.2211,32.781,0.6585,55.4155
1535,脫脂強化奶粉(鈣&鐵強化),360.238,35.6,0.6799,52.2609
1536,部份脫脂調味奶粉(巧克力),405.7988,14.054,6.8704,71.9373
1537,部份脫脂調味奶粉(果汁),430.0808,19.8,12.2593,61.4407
1538,脫脂稀釋發酵乳,68.0919,1.0663,0.0535,15.8363
1539,脫脂稀釋發酵乳(鈣強化),72.2203,1.015,0.0711,16.8801
1540,全脂濃稠發酵乳,90.1733,4.06,3.1889,11.3083
1541,中脂濃稠發酵乳,82.2568,2.873,2.2792,12.563
1542,中脂濃稠發酵乳(無糖&纖維強化),74.3746,3.163,2.217,10.4424
1543,中脂濃稠發酵乳(草莓),88.5982,3.129,2.687,12.9748
1544,低脂濃稠發酵乳,73.3448,2.3403,1.07,13.5884
1545,脫脂濃稠發酵乳,63.6955,2.988,0.3931,12.0514
1546,脫脂濃稠發酵乳(低熱量),36.967,2.041,0.119,6.933
1547,脫脂濃稠發酵乳(草莓),67.938,2.3,0.3876,13.8124
1548,脫脂濃稠發酵乳(啤酒酵母),34.4808,2.113,0.0636,6.3641
1549,高脂凝態發酵乳(纖維強化),94.6955,3.207,3.8007,11.9153
1550,全脂凝態發酵乳,97.2045,3.148,3.3461,13.6244
1551,中脂凝態發酵乳(草莓),101.9675,3.7,2.7135,15.6865
1552,中脂凝態發酵乳(蘆薈),90.0091,1.74,2.5227,15.0862
1553,脫脂凝態發酵乳(纖維強化),84.0967,4.056,0.4535,15.9478
1554,脫脂保久稀釋發酵乳,45.7419,0.137,0.1247,11.0179
1555,脫脂保久濃稠發酵乳(草莓&蘋果),68.2,3.0,0.2,13.6
1556,淡煉乳,135.929,6.5,8.3,9.1
1557,加糖部份脫脂煉乳,318.2775,7.506,7.7991,56.2462
1558,切片乾酪,309.2576,18.3195,23.6949,5.8799
1559,切片乾酪(低脂),240.6898,21.678,12.9989,8.7505
1560,刨絲乾酪,323.0455,25.143,22.584,4.4371
1561,乾酪粉,483.8398,40.397,34.0383,3.139
1562,鮮奶可可,79.6755,2.106,2.7451,11.6364
1563,木瓜牛奶,42.4734,1.653,0.5778,7.6653
1564,高脂鮮羊乳,65.2527,3.37,3.9501,4.1709
1565,中脂鮮羊乳,47.7281,2.697,2.41,3.8832
1566,保久羊乳,58.8631,2.9535,3.2627,4.5407
1567,中脂調味保久羊乳(巧克力),58.6278,1.1,1.461,10.2697
1568,中脂調味保久羊乳(果汁),75.2946,2.94,2.8338,9.5076
1569,全脂羊奶粉,510.4145,26.7,29.7568,34.8432
1570,全脂羊奶粉(即溶),517.3715,25.901,30.8219,35.1033
1571,牛油(未精煉),642.3349,0.0,71.93,4.2429
1572,牛油(精煉),885.2764,0.043,99.1351,0.5643
1573,豬油,889.9192,0.0,99.655,0.0
1574,豬油(2022年取樣),891.6605,0.0,99.85,0.0
1575,高油酸豬油,893.0,0.0,100.0,0.0
1576,雞油,890.8122,0.0,99.755,0.0
1577,"奶油(固態,不加鹽)",733.026,0.606,82.7195,0.8615
1578,"奶油(固態,加鹽)",698.8765,0.6715,77.5336,3.7439
1579,奶油(液態),339.9749,1.998,39.1051,0.0
1580,人造奶油(維生素強化),725.0683,0.084,82.0213,0.0
1581,人造奶油(2021年取樣),722.1175,0.086,81.6875,1.6846
1582,中脂人造奶油,673.7848,0.01,76.22,1.3
1583,人造奶油(低熱量),93.9692,2.508,10.63,29.5627
1584,大豆油,883.8886,0.0,99.9874,0.0
1585,大豆油(卵磷脂強化),880.1104,0.0,99.56,0.0
1586,大豆油(多種維生素強化),883.116,0.0,99.9,0.0
1587,玉米油,882.5617,0.015,99.8373,0.1058
1588,米油(秈米),883.4837,0.076,99.9416,0.0
1589,米油(粳米),883.116,0.0,99.9,0.003
1590,亞麻仁油,820.4369,0.171,92.8096,6.8532
1591,白芝麻油,883.6517,0.09,99.9606,0.0
1592,黑芝麻油,881.0165,0.086,99.6625,0.1765
1593,調合芝麻油,883.8046,0.065,99.9779,0.0
1594,花生油,883.116,0.0,99.9,0.0
1595,調合花生油,883.6004,0.023,99.9548,0.0
1596,油菜籽油,883.116,0.0,99.9,0.024
1597,芥花油,883.0435,0.0107,99.8918,0.0
1598,南瓜籽油,883.116,0.0,99.9,0.02
1599,紅花籽油,883.558,0.0,99.95,0.0
1600,高油酸紅花籽油,880.1661,0.0165,99.5663,0.3872
1601,核桃油,883.116,0.0,99.9,0.0223
1602,油茶油,883.3547,0.0,99.927,0.0
1603,熟油茶油,883.116,0.0,99.9,0.02
1604,高油酸棕櫚油,883.116,0.0,99.9,0.0
1605,椰子油,882.7624,0.0,99.86,0.0
1606,葵花籽油,883.5792,0.0,99.9524,0.0
1607,葵花籽油(多種維生素強化),883.0276,0.0,99.89,0.0134
1608,高油酸葵花籽油,883.116,0.0,99.9,0.01
1609,葡萄籽油,883.7666,0.0,99.9736,0.0
1610,橄欖油,883.5907,0.0,99.9537,0.0
1611,烤酥油,882.9198,0.0195,99.8778,0.0
1612,調合植物油,886.6564,0.028,100.3005,0.0
1613,中鏈脂肪酸油,883.116,0.0,99.9,0.0
1614,方糖,385.4624,,,99.6027
1615,冰糖,386.642,,,99.9075
1616,紅砂糖,384.6633,,,99.3962
1617,黑砂糖,365.3783,0.63,0.0,94.413
1618,麥芽糖,325.3714,,,84.0753
1619,果糖,297.4199,,,76.8527
1620,果寡糖,299.793,,,77.4659
1621,楓糖,257.8415,0.055,0.1,66.6257
1622,蜂蜜(冬蜜),315.2115,0.12,0.11,81.45
1623,蜂蜜(春蜜),308.1604,0.182,0.2,79.628
1624,黑糖蜜,280.3401,0.231,0.0,72.4393
1625,冬瓜糖磚,360.254,,,93.0889
1626,西瓜汁(非原汁),29.91,1.105,0.1188,6.1052
1627,芭樂汁(非原汁),45.07,0.15,0.07,10.96
1628,柳橙汁(非原汁),50.22,0.11,0.06,12.31
1629,柳橙汁(100%),47.6488,0.571,0.3008,10.6644
1630,烏梅汁,57.7954,0.259,0.163,13.8231
1631,黑棗茶,46.4,0.0,,11.6
1632,楊桃汁(非原汁),48.54,0.04,0.06,11.96
1633,葡萄柚汁(非原汁),41.33,0.21,0.21,9.65
1634,鳳梨汁(非原汁),47.61,0.26,0.17,11.26
1635,蔓越莓汁(非原汁),44.8998,0.927,0.113,10.0437
1636,檸檬汁(非原汁),32.65,0.789,0.1372,7.0648
1637,蘋果汁(非原汁),46.96,0.06,0.36,10.87
1638,蘋果汁(100%),51.0751,0.12,0.2015,12.1954
1639,蕃茄汁(非原汁),22.39,0.74,0.19,4.43
1640,仙草蜜,35.2,0.0,0.0,8.8
1641,薑母茶,28.04,,,7.01
1642,蘆薈露飲料,43.56,0.0,,10.89
1643,黑豆茶,12.754,,,3.1885
1644,龜苓茶,33.0144,0.0,0.0,8.2536
1645,果汁醋飲料(綜合),37.25,,,9.3125
1646,可樂,51.36,,,12.84
1647,可樂(低熱量),1.32,,,0.33
1648,沙士,36.68,,,9.17
1649,加鹽沙士,40.756,0.834,0.0,9.355
1650,沙士(低糖),43.4148,0.0,0.0,10.8537
1651,汽水(綜合口味),42.34,,,10.585
1652,汽水(維生素強化),45.88,,,11.47
1653,美式咖啡(無糖),2.3671,0.209,0.0587,0.2507
1654,無糖咖啡飲料,3.7584,0.226,0.0944,0.5012
1655,拿鐵咖啡(無糖),42.9532,2.981,1.9528,3.3635
1656,咖啡(三合一),39.39,0.881,0.35,8.179
1657,紅茶茶湯,0.1376,0.057,,0.0
1658,紅茶(大麥),34.432,0.0,,8.608
1659,紅茶(蘋果),36.68,0.0,,9.17
1660,烏龍茶茶湯,0.0812,0.0,,0.0203
1661,烏龍茶,0.4,0.05,,0.05
1662,"烏龍茶(去冰,微糖)",15.5005,0.0708,0.0121,3.7771
1663,"烏龍茶(去冰,半糖)",21.0873,0.0633,0.0029,5.202
1664,"烏龍茶(去冰,全糖)",35.6678,0.0633,0.0114,8.828
1665,綠茶茶湯,0.3648,0.053,,0.0382
1666,綠茶,21.52,0.0,,5.38
1667,鮮奶茶(無糖),26.5077,2.018,1.4317,1.3876
1668,奶茶(三合一),41.97,0.458,0.25,9.472
1669,"烏龍奶茶(去冰,微糖)",59.3231,0.2473,2.8983,8.0623
1670,"烏龍奶茶(去冰,半糖)",62.3074,0.241,2.5606,9.5745
1671,"烏龍奶茶(去冰,全糖)",74.7962,0.2348,2.755,12.2655
1672,"珍珠奶茶(去冰,微糖)",75.3154,0.2323,2.2518,13.53
1673,"珍珠奶茶(去冰,半糖)",83.5089,0.2488,2.7301,14.4857
1674,"珍珠奶茶(去冰,全糖)",94.0235,0.2423,2.3875,17.8917
1675,奶茶沖泡包(三合一),451.9328,1.724,12.85,82.3467
1676,茉莉花茶湯,0.2524,0.064,,0.0
1677,茉莉花茶,28.48,0.056,,7.064
1678,菊花茶,29.64,0.0,,7.41
1679,多多綠茶(全糖),49.019,1.059,0.0882,10.9973
1680,冬瓜茶,33.04,0.0,,8.26
1681,乳酸飲料,44.68,0.22,0.0,10.95
1682,維生素強化飲料(胡蘿蔔素),39.4,0.0,,9.85
1683,維生素強化飲料(綜合),54.12,0.15,,13.38
1684,維生素強化飲料(維生素C),57.04,,,14.26
1685,運動飲料,28.44,0.08,,7.03
1686,米醋飲料,52.16,,,13.04
1687,即溶咖啡粉,362.6972,16.612,1.27,71.2048
1688,咖啡沖泡包(二合一),491.0605,6.75,23.2925,63.607
1689,咖啡沖泡包(三合一),436.6348,4.843,9.48,82.9857
1690,紅茶沖泡包(檸檬),397.9068,,,99.4767
1691,米漿粉,444.1132,9.08,12.28,74.3183
1692,麥片沖泡包(三合一),408.7,11.0,7.5,74.3
1693,三合一麥片(野菜蘑菇),399.212,6.804,9.0124,72.7211
1694,糙米麩,386.9397,7.8195,3.3229,81.4389
1695,麵茶粉,423.0929,7.196,6.9869,82.8567
1696,植物燕麥奶,436.8382,11.95,13.2298,67.4925
1697,杏仁茶沖泡包,399.27,3.53,5.15,84.7
1698,芝麻糊沖泡包,458.34,9.31,15.38,70.67
1699,綜合堅果穀物沖泡包,453.0991,13.29,15.3563,65.4331
1700,豆漿粉,433.6984,37.39,17.11,32.5371
1701,薑茶沖泡包,398.5652,0.3,0.29,98.6888
1702,抹茶粉,361.0026,23.422,6.4335,63.0227
1703,可可粉,463.916,20.751,22.84,43.838
1704,椰奶,48.9899,0.215,2.0791,7.3545
1705,八角,359.6672,4.92,3.86,76.2375
1706,小茴香粉,411.4881,19.537,25.8078,36.9974
1707,山葵粉,386.5876,10.08,6.06,72.9319
1708,五香粉,362.6913,8.73,8.89,68.0537
1709,甘草粉,340.7963,9.22,3.61,73.4421
1710,肉桂粉,342.6027,4.225,2.9148,78.7529
1711,西洋芹菜片,315.4074,24.354,6.7976,49.9241
1712,花椒粉,368.8851,9.98,9.2,63.2065
1713,洋香菜片,312.4439,24.364,7.4949,47.661
1714,洋蔥粉,356.6751,8.054,1.8482,82.078
1715,白胡椒粉,342.3453,3.73,1.06,78.7543
1716,紅胡椒粒,376.4848,5.913,13.7124,59.2614
1717,黑胡椒粉,371.7622,11.58,6.71,67.67
1718,綠胡椒粒,378.5887,11.272,7.3148,68.3661
1719,迷迭香粉,431.6464,5.864,21.8671,59.809
1720,荳蔻粉,448.2455,6.672,26.2038,50.5572
1721,蒜粉,331.5039,18.146,0.44,71.8663
1722,辣椒粉,387.3408,14.71,14.13,59.1109
1723,薑黃粉,358.4777,14.591,2.6745,69.0108
1724,薑粉,332.5012,10.392,3.6039,70.5409
1725,羅勒片,289.1452,23.265,5.761,46.1465
1726,花椒粒,368.3805,10.334,12.5261,53.5774
1727,七味唐辛子,463.0511,15.82,24.0667,45.7927
1728,沙茶粉,506.892,14.95,28.8,46.973
1729,豆酥,539.6326,30.098,38.061,19.1729
1730,咖哩粉,416.7524,13.89,14.13,58.5056
1731,咖哩塊,514.8127,5.626,34.5255,45.3948
1732,油蔥酥,517.6856,7.44,28.82,57.1364
1733,梅子粉,285.7872,1.955,3.8672,60.7906
1734,椰子粉,629.2387,7.1825,60.3325,27.8118
1735,蒜頭酥,451.6589,11.681,17.7741,61.242
1736,糖粉,398.87,0.038,0.1764,99.2826
1737,椰漿,207.5415,1.065,23.1103,0.0
1738,黃耆水,14.1566,0.889,0.0477,2.9303
1739,黃耆片,320.5102,14.93,1.5969,68.725
1740,陳皮,348.5884,6.874,2.4448,74.7723
1741,山楂,344.6128,1.93,2.4744,78.6558
1742,岩鹽,2.4667,0.035,0.0987,0.3596
1743,低鈉鹽,11.45,0.01,0.01,2.83
1744,味精,250.5008,44.5,,18.1252
1745,高鮮味精,269.28,45.0,,22.32
1746,鮮雞精,266.9916,10.83,10.07,33.2604
1747,鰹魚粉,240.079,21.909,1.0306,35.7919
1748,高湯塊(排骨),362.7969,12.507,23.8545,24.5196
1749,高湯塊(雞肉),340.294,14.71,24.84,14.4735
1750,高湯(豬大骨),49.1156,4.2,0.67,6.5714
1751,低脂高湯,2.1768,0.26,0.0,0.2842
1752,素食高湯,17.0368,0.278,0.0,3.9812
1753,米醋,9.6804,,,2.4201
1754,糯米醋,16.8084,0.12,0.0,4.0821
1755,高梁醋,27.24,,,6.81
1756,薏仁醋,13.0944,,,3.2736
1757,紅醋,4.5325,0.32,0.0057,0.8003
1758,香醋,2.8156,,,0.7039
1759,烏醋,36.7636,0.49,0.0,8.7009
1760,素食烏醋,41.7664,,,10.4416
1761,壽司醋,180.6768,,,45.1692
1762,醬油,90.0368,7.785,,14.7242
1763,薏仁醬油,83.4616,9.32,,11.5454
1764,黑豆醬油,113.7481,7.5103,0.1533,20.5818
1765,淡色醬油,77.7965,7.12,0.3621,11.5144
1766,薄鹽醬油(低鈉),77.3876,7.44,,11.9069
1767,薄鹽醬油(低鈉高鉀),56.3476,6.47,,7.6169
1768,醬油膏,103.3796,6.82,,19.0249
1769,黑豆油膏,146.2867,7.844,0.0543,28.6055
1770,薄鹽黑豆醬油膏,124.3704,7.62,0.06,23.3376
1771,味醂,219.8428,0.485,0.0,54.4757
1772,鮮味露,74.6136,20.11,0.07,0.0
1773,蠔油,155.9912,6.47,0.13,32.2353
1774,魚露,64.2895,10.222,0.2259,5.3421
1775,紅辣椒油,898.904,0.028,99.838,0.0625
1776,香油,883.116,,99.9,0.0
1777,蝦油,56.0529,7.362,0.0933,6.4413
1778,干貝醬,557.6785,16.653,51.0165,7.9795
1779,牛肉醬,507.0862,16.978,38.915,22.2348
1780,肉燥,397.2544,9.46,38.05,4.2411
1781,素肉燥,482.7248,12.385,42.57,12.5137
1782,義式乳酪醬,215.5136,8.796,16.9612,6.9197
1783,炸醬,397.6216,14.61,34.6976,6.7258
1784,素食炸醬,391.1924,13.865,35.2976,4.5135
1785,海苔醬,223.02,6.41,0.0,49.345
1786,麻醬,643.482,20.79,52.81,21.258
1787,速食乾麵麻醬包,676.385,13.198,64.0362,11.8168
1788,白醬,61.35,1.226,3.2452,6.8098
1789,青醬,83.0576,0.933,5.4092,7.6607
1790,蕃茄義大利麵醬,70.3102,3.158,2.4642,8.8751
1791,五味醬,139.9328,1.304,0.8096,31.8576
1792,牛排醬,130.28,2.49,0.0,30.08
1793,羊肉爐醬,129.6891,7.323,7.1903,8.9211
1794,沙茶醬,728.81,10.2,71.81,10.43
1795,素沙茶醬,670.28,7.55,66.04,11.43
1796,黃芥茉醬,74.4754,4.134,3.6798,6.2053
1797,山葵醬,338.1689,1.062,5.8973,70.2113
1798,金桔醬,84.1054,0.53,0.4262,19.5374
1799,海鮮醬,228.4339,1.793,2.2099,50.3432
1800,烤肉醬,156.84,5.21,0.84,32.11
1801,排骨醬,221.0868,2.292,4.41,43.0572
1802,甜辣醬,116.2,0.97,0.0,28.08
1803,甜麵醬,215.6064,4.48,2.39,44.0441
1804,朝鮮醬,106.0644,1.646,2.32,19.6501
1805,黑胡椒醬,116.891,2.517,0.5298,25.5137
1806,日式照燒醬,227.2319,2.991,0.5299,52.6247
1807,蒜蓉醬,281.5924,4.22,19.97,21.2456
1808,辣蒜蓉醬,78.456,2.32,4.21,7.8215
1809,辣椒醬,82.5834,2.605,2.895,11.5271
1810,蔥醬,148.6583,2.231,6.8463,19.5294
1811,糖醋醬,130.7492,1.86,2.56,25.0673
1812,蕃茄醬,113.776,1.61,0.06,26.699
1813,薑蓉醬,64.6532,1.0,2.57,9.3808
1814,蘑菇醬,58.1016,1.49,2.39,7.6579
1815,米豆醬,128.47,7.4,3.04,17.8775
1816,蒜味豆豉醬,269.5824,9.49,16.98,19.7006
1817,豆酥醬,671.1516,12.21,64.54,10.3629
1818,豆瓣醬,178.438,14.2,8.1,12.1845
1819,辣豆瓣醬,100.304,4.52,3.32,13.086
1820,紅麴醬,163.2231,4.582,0.5339,35.0225
1821,韭花醬,29.0736,2.087,0.31,4.4839
1822,香椿醬,507.2189,8.1265,51.7333,2.2783
1823,麻婆醬,189.9668,2.93,9.54,23.0967
1824,蝦醬,99.0644,19.59,1.71,1.3286
1825,沙拉醬,644.52,1.94,65.68,11.41
1826,沙拉醬(2021年取樣),629.5348,1.854,61.67,16.7722
1827,無蛋沙拉醬,479.3964,1.774,44.03,19.0076
1828,無蛋沙拉醬(2021年取樣),631.3152,0.251,59.84,22.9378
1829,千島沙拉醬,514.9603,0.956,49.3499,16.7468
1830,和風沙拉醬,128.6264,2.116,1.6516,26.3245
1831,凱撒沙拉醬,336.5499,1.375,29.0755,17.3426
1832,味噌,215.1577,10.6415,4.4701,33.0902
1833,法式奶酥醬,596.082,6.693,46.5464,37.5981
1834,巧克力醬(液體),276.7447,1.953,0.8115,65.4073
1835,草莓果醬,272.1952,0.3555,1.21,64.9708
1836,葡萄果醬,260.6,0.02,1.88,60.9
1837,柚子果醬,267.6964,0.623,0.78,64.5461
1838,桑葚果醬,226.8824,0.889,0.3964,54.9397
1839,白芝麻麵包醬,684.7635,20.027,60.3619,15.3496
1840,黑芝麻麵包醬,666.7447,10.628,57.3591,27.0002
1841,花生醬,656.5222,23.97,54.325,17.9293
1842,洋蔥麵包醬,276.4436,0.98,26.07,9.4734
1843,法式香蒜醬,790.9177,1.078,85.7285,3.7623
1844,無糖黑芝麻醬,612.3714,20.719,55.9537,17.7258
1845,液體奶精,262.2088,3.912,26.28,2.5102
1846,液體奶精(2021年),242.1527,2.208,24.0427,4.2341
1847,奶精粉,543.8,2.2,33.0,59.5
1848,奶精粉(2021年),549.6763,2.112,34.5507,57.568
1849,奶精粉(低脂),450.1284,2.092,15.65,75.2276
1850,炸排粉,343.7276,11.87,1.8,70.0119
1851,炸雞粉,332.878,8.34,1.72,71.0095
1852,蒸肉粉(五香),349.8236,10.28,1.07,74.7684
1853,熱狗粉,355.0384,8.35,0.88,78.4296
1854,麵包粉,369.6165,14.423,1.5081,74.5879
1855,酵母粉,346.9,46.29,0.02,40.39
1856,冷藏寧波年糕,219.5605,3.9283,0.5797,49.6575
1857,冷藏甜年糕,241.6428,2.296,0.39,57.2372
1858,冷藏廣式芋頭粿,108.6607,2.11,1.6003,21.4545
1859,冷藏廣式蘿蔔糕,110.9088,2.1605,2.3036,20.3836
1860,包餡甜麻糬(紅豆),329.0976,10.02,2.9224,65.679
1861,鹹麻糬,248.1,8.7,4.5,43.2
1862,芋仔餅,353.7,4.6,12.1,56.6
1863,月餅(棗泥),419.4,6.0,18.2,57.9
1864,綠豆凸,393.8775,6.9,15.8955,55.8045
1865,蕃薯餅,330.6,3.9,10.6,54.9
1866,車輪餅(紅豆),187.0216,2.057,1.0632,42.3062
1867,車輪餅(菜脯),183.3868,1.404,5.688,31.6447
1868,太陽餅,460.2215,5.3,20.5243,63.5757
1869,牛舌餅,411.3165,5.7,13.2233,67.3767
1870,蛋黃芋頭酥,216.5796,3.1,3.02,44.2499
1871,蛋黃酥,461.3055,11.4,26.4211,44.4789
1872,鳳梨酥,484.189,4.2,24.3578,62.0422
1873,蘿蔔酥,427.3355,7.5,20.9071,52.2929
1874,鳳眼糕,378.5615,3.8,0.8323,88.9677
1875,米粩,441.5405,2.6,13.7481,76.8519
1876,可頌,452.4956,7.319,26.1036,47.0718
1877,泡芙(巧克力),589.5895,10.3,40.3979,46.2021
1878,蛋塔,375.9786,4.065,21.6938,41.1186
1879,蛋塔(葡式),375.1438,3.682,25.8478,31.9464
1880,鬆餅,256.6734,3.234,2.6102,55.0614
1881,冷凍馬拉糕,319.9732,7.05,12.87,43.9858
1882,銅鑼燒,331.9506,3.394,9.9414,57.2255
1883,冷凍馬蹄條,194.4988,4.217,1.91,40.1102
1884,乳酪蛋糕,295.6886,6.971,21.2706,19.0923
1885,海綿蛋糕(圓形),343.8271,5.09,18.0767,40.1942
1886,提拉米蘇(圓形),327.7954,4.407,25.0806,21.1105
1887,蜂蜜蛋糕(原味),346.4778,6.514,14.5422,47.3855
1888,蜂蜜蛋糕(巧克力),340.823,6.912,15.645,43.0925
1889,蜂蜜蛋糕(起司),352.2688,7.428,18.122,39.8647
1890,黑森林蛋糕,276.7245,4.173,17.7881,24.9849
1891,土司,288.9169,9.532,6.2709,48.5877
1892,土司(含全穀粉),291.6309,9.981,6.1193,49.1583
1893,紅豆土司,319.3358,9.162,10.189,47.7467
1894,奶酥麵包,376.655,9.1,15.651,49.849
1895,肉鬆麵包,428.9362,8.108,22.9082,47.5826
1896,蜜糖甜甜圈(波/摩堤),396.2922,1.953,20.6722,50.6076
1897,糖粒甜甜圈(油炸),400.9975,5.311,19.8339,50.3121
1898,菠蘿麵包,377.921,9.2,15.0242,51.4758
1899,葡萄乾奶酥麵包,306.0605,8.359,7.8793,50.4277
1900,漢堡包,321.9346,9.079,7.3538,54.8586
1901,餐包,365.2053,7.185,14.9349,50.5128
1902,雙胞胎麵包,341.1959,8.384,7.7111,59.565
1903,仙草凍,19.3462,0.936,0.0734,3.7354
1904,咖啡凍,74.6934,0.145,0.1886,18.104
1905,果凍,90.9675,,0.1971,22.2984
1906,原味愛玉凍,1.6912,,,0.4228
1907,檸檬愛玉凍,52.5044,,,13.1261
1908,鮮奶布丁,110.1072,2.981,5.0824,13.1104
1909,烤布丁,138.1844,4.73,7.1268,13.7808
1910,黃布丁,109.7895,2.3,3.4779,17.3221
1911,豆花(花生),60.0585,2.03,0.9157,10.9243
1912,傳統豆花(未加糖),38.5209,3.166,1.9197,2.1449
1913,羊羹,288.6515,3.0,0.6903,67.6097
1914,巧克力冰淇淋,191.844,4.2,10.6088,19.8912
1915,香草冰淇淋,182.085,2.5,9.057,22.643
1916,紅豆牛奶冰棒,154.9059,3.458,4.8719,24.3067
1917,花生仁湯,108.375,2.84,5.143,12.682
1918,方塊酥,509.467,7.1,24.0534,66.1466
1919,夾心餅乾(草莓),516.895,4.8,27.379,62.821
1920,捲心酥,490.1546,6.072,19.8978,71.6966
1921,蛋捲(芝麻),548.8385,6.8,33.2877,55.5123
1922,煎餅,443.608,6.292,11.6872,78.3138
1923,營養口糧,424.2495,6.759,8.7283,79.6647
1924,蘇打餅乾(蔬菜),511.9169,7.843,24.7453,64.4593
1925,玉米餅乾(原味),504.3009,7.58,24.3085,63.8011
1926,洋芋片,552.922,5.2,34.3444,55.7556
1927,魚酥,563.776,8.3,36.5952,50.3048
1928,零食泡麵,483.8075,11.259,21.5191,61.2749
1929,雪餅,486.6134,5.752,19.379,72.2986
1930,沙其馬,486.9627,5.605,24.8395,60.2468
1931,牛奶巧克力,546.4649,9.36,32.5741,53.9645
1932,花生牛奶巧克力,488.6624,13.02,23.238,56.8601
1933,榛果牛奶巧克力,589.9411,8.98,40.4255,47.5479
1934,糖衣牛奶巧克力,481.1712,4.81,18.6092,73.6121
1935,代可可脂白巧克力,561.8931,8.635,34.6927,53.7797
1936,黑巧克力(85%),613.1219,10.862,46.1183,38.6523
1937,白芝麻糖,520.9572,8.401,26.2,62.8883
1938,黑芝麻糖,535.6884,8.532,30.3888,57.0153
1939,花生糖,562.3645,17.9,35.3009,43.2641
1940,花生貢糖,511.1667,13.53,26.3443,54.987
1941,牛軋糖,477.0257,9.678,21.6889,60.7784
1942,核棗糕,425.4256,2.478,14.58,71.0734
1943,水果軟糖,411.2392,1.25,8.4308,82.5905
1944,水果QQ軟糖,342.6326,6.83,0.229,78.3129
1945,牛奶軟糖,423.7636,2.85,11.13,78.0484
1946,巧克力牛奶軟糖,422.1566,3.395,11.315,76.6854
1947,太妃糖,438.3064,2.67,13.9,75.6316
1948,蓮藕糖,395.3968,0.2,0.39,97.7717
1949,枇杷糖,393.72,0.2,0.11,97.9825
1950,苦茶糖,396.4028,0.07,0.24,98.4907
1951,薑糖,359.4052,0.33,2.46,83.9863
1952,巧克力夾心糖,402.5916,0.73,2.77,93.6854
1953,維生素C口含錠(檸檬),398.6788,0.16,0.55,98.2722
1954,酵母菌咀嚼錠,390.598,23.59,5.62,61.4145
1955,乳酸球,474.4196,3.76,21.65,66.1324
1956,羊乳片,410.0185,23.4,10.0037,56.5963
1957,紅豆球,350.7804,7.07,0.97,78.4426
1958,綠豆球,345.8768,6.19,1.06,77.8942
1959,棉花糖,331.3038,3.22,0.3038,78.9224
1960,甘薯蜜餞,346.8,0.92,0.64,84.34
1961,芒果青,222.95,0.58,0.422,54.208
1962,芒果乾,370.8745,0.55,0.9749,89.9751
1963,芭樂果乾,346.9408,1.132,0.2,85.1532
1964,鳳梨果乾,348.4936,1.954,0.25,84.6069
1965,檸檬果乾,343.6312,0.832,0.21,84.6033
1966,葡萄乾,340.532,3.19,1.4504,78.6796
1967,無花果,364.9902,3.56,4.3,77.8
1968,豆干丁(五香),382.5638,35.387,18.0542,19.632
1969,豆干片(沙茶),464.2585,16.159,28.2205,36.4095
1970,布丁粉,418.7424,2.675,7.0504,86.1472
1971,冰淇淋粉(香草),430.1,15.9,11.7,65.3
1972,起酥片,403.6214,6.659,26.8778,33.7713
1973,廣東粥,81.361,4.9,2.8322,9.0678
1974,冷凍火腿炒飯,189.2,5.0,5.6,29.7
1975,冷凍蝦仁炒飯,147.919,4.7,3.4238,24.5762
1976,三角飯糰(肉鬆),218.7545,5.769,5.4649,36.6236
1977,糯米飯糰,335.2,5.9,17.6,38.3
1978,壽司(豆皮壽司),194.2865,6.283,4.7277,31.6513
1979,肉粽,234.8,8.2,8.8,30.7
1980,鹼粽,133.203,2.12,1.7079,26.8492
1981,冷凍筒仔米糕,212.0856,6.464,5.75,33.6199
1982,筒仔米糕,245.8,6.6,8.6,35.5
1983,豬血糕,193.8597,8.631,0.9153,37.7745
1984,鴨血糕,192.7845,6.687,1.0621,39.1194
1985,肉圓,136.033,3.1,1.6066,27.2934
1986,清蒸蝦仁肉圓,151.8,4.6,7.4,16.7
1987,甜酒釀,163.0593,4.95,0.4429,34.8183
1988,紫米酒釀,154.9061,4.184,0.4281,33.5793
1989,冷凍芝麻湯圓,352.4545,4.8,16.2509,46.7491
1990,冷凍花生湯圓,349.8315,5.2,15.6463,47.0537
